0.00000e+00	 1.00000e+10
6.81250e-03	 1.00000e+10
2.98750e-02	 1.00000e+10
5.25000e-02	 1.00000e+10
6.86250e-02	 1.00000e+10
9.45000e-02	 1.00000e+10
1.26500e-01	 1.00000e+10
1.58500e-01	 1.00000e+10
1.90500e-01	 1.00000e+10
2.22500e-01	 1.00000e+10
2.54500e-01	 1.00000e+10
2.78500e-01	 1.00000e+10
3.01125e-01	 1.00000e+10
3.32500e-01	 1.00000e+10
3.64500e-01	 1.00000e+10
3.96500e-01	 1.00000e+10
4.28500e-01	 1.00000e+10
4.60500e-01	 1.00000e+10
4.92500e-01	 1.00000e+10
5.24500e-01	 1.00000e+10
5.56500e-01	 1.00000e+10
5.86844e-01	 1.00000e+10
6.15500e-01	 1.00000e+10
6.47500e-01	 1.00000e+10
6.79500e-01	 1.00000e+10
7.11500e-01	 1.00000e+10
7.43500e-01	 1.00000e+10
7.75500e-01	 1.00000e+10
8.07500e-01	 1.00000e+10
8.39500e-01	 1.00000e+10
8.71500e-01	 1.00000e+10
9.03500e-01	 1.00000e+10
9.35500e-01	 1.00000e+10
9.67500e-01	 1.00000e+10
9.99500e-01	 1.00000e+10
1.03150e+00	 1.00000e+10
1.06350e+00	 1.00000e+10
1.09550e+00	 1.00000e+10
1.12750e+00	 1.00000e+10
1.15950e+00	 1.00000e+10
1.19150e+00	 1.00000e+10
1.22350e+00	 1.00000e+10
1.25550e+00	 1.00000e+10
1.28750e+00	 1.00000e+10
1.31950e+00	 1.00000e+10
1.35150e+00	 1.00000e+10
1.38350e+00	 1.00000e+10
1.41550e+00	 1.00000e+10
1.44750e+00	 1.00000e+10
1.47950e+00	 1.00000e+10
1.51150e+00	 1.00000e+10
1.54350e+00	 1.00000e+10
1.57550e+00	 1.00000e+10
1.60750e+00	 1.00000e+10
1.63950e+00	 1.00000e+10
1.67150e+00	 1.00000e+10
1.70350e+00	 1.00000e+10
1.73550e+00	 1.00000e+10
1.76750e+00	 1.00000e+10
1.79950e+00	 1.00000e+10
1.83150e+00	 1.00000e+10
1.86350e+00	 1.00000e+10
1.89550e+00	 1.00000e+10
1.92750e+00	 1.00000e+10
1.95950e+00	 1.00000e+10
1.99150e+00	 1.00000e+10
2.02350e+00	 1.00000e+10
2.05550e+00	 1.00000e+10
2.08750e+00	 1.00000e+10
2.11950e+00	 1.00000e+10
2.15150e+00	 1.00000e+10
2.18350e+00	 1.00000e+10
2.21550e+00	 1.00000e+10
2.24750e+00	 1.00000e+10
2.27950e+00	 1.00000e+10
2.31150e+00	 1.00000e+10
2.34350e+00	 1.00000e+10
2.37550e+00	 1.00000e+10
2.40750e+00	 1.00000e+10
2.43950e+00	 1.00000e+10
2.47150e+00	 1.00000e+10
2.50350e+00	 1.00000e+10
2.53550e+00	 1.00000e+10
2.56750e+00	 1.00000e+10
2.59950e+00	 1.00000e+10
2.63150e+00	 1.00000e+10
2.66350e+00	 1.00000e+10
2.69550e+00	 1.00000e+10
2.72750e+00	 1.00000e+10
2.75950e+00	 1.00000e+10
2.79150e+00	 1.00000e+10
2.82350e+00	 1.00000e+10
2.85550e+00	 1.00000e+10
2.88750e+00	 1.00000e+10
2.91950e+00	 1.00000e+10
2.95150e+00	 1.00000e+10
2.98350e+00	 1.00000e+10
3.01550e+00	 1.00000e+10
3.04750e+00	 1.00000e+10
3.07950e+00	 1.00000e+10
3.11150e+00	 1.00000e+10
3.14350e+00	 1.00000e+10
3.17550e+00	 1.00000e+10
3.20750e+00	 1.00000e+10
3.23950e+00	 1.00000e+10
3.27150e+00	 1.00000e+10
3.30350e+00	 1.00000e+10
3.33550e+00	 1.00000e+10
3.36750e+00	 1.00000e+10
3.39950e+00	 1.00000e+10
3.43150e+00	 1.00000e+10
3.46350e+00	 1.00000e+10
3.49550e+00	 1.00000e+10
3.52750e+00	 1.00000e+10
3.55950e+00	 1.00000e+10
3.59150e+00	 1.00000e+10
3.62350e+00	 1.00000e+10
3.65550e+00	 1.00000e+10
3.68750e+00	 1.00000e+10
3.71950e+00	 1.00000e+10
3.75150e+00	 1.00000e+10
3.78350e+00	 1.00000e+10
3.81550e+00	 1.00000e+10
3.84750e+00	 1.00000e+10
3.87950e+00	 1.00000e+10
3.91150e+00	 1.00000e+10
3.94350e+00	 1.00000e+10
3.97550e+00	 1.00000e+10
4.00750e+00	 1.00000e+10
4.03150e+00	 1.00000e+10
4.04750e+00	 1.00000e+10
4.06350e+00	 1.00000e+10
4.07950e+00	 1.00000e+10
4.09550e+00	 1.00000e+10
4.11150e+00	 1.00000e+10
4.12750e+00	 1.00000e+10
4.14350e+00	 1.00000e+10
4.15950e+00	 1.00000e+10
4.17550e+00	 1.00000e+10
4.19150e+00	 1.00000e+10
4.20750e+00	 1.00000e+10
4.22350e+00	 1.00000e+10
4.23950e+00	 1.00000e+10
4.25550e+00	 1.00000e+10
4.27150e+00	 1.00000e+10
4.28750e+00	 1.00000e+10
4.30350e+00	 1.00000e+10
4.31950e+00	 1.00000e+10
4.33550e+00	 1.00000e+10
4.35150e+00	 1.00000e+10
4.36750e+00	 1.00000e+10
4.38350e+00	 1.00000e+10
