Distance,3min,3min_sim,6min,6min_sim,10min,10min_sim,15min,15min_sim,50min_sim,100min_sim,200min_sim,
2.08264e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60000e+01,1.60021e+01,1.61551e+01,1.71211e+01,1.79827e+01,
2.08944e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60000e+01,1.60018e+01,1.61478e+01,1.71053e+01,1.79737e+01,
2.09624e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60016e+01,1.61409e+01,1.70896e+01,1.79646e+01,
2.10304e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60015e+01,1.61342e+01,1.70738e+01,1.79555e+01,
2.10984e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60013e+01,1.61278e+01,1.70580e+01,1.79464e+01,
2.11534e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60012e+01,1.61228e+01,1.70452e+01,1.79390e+01,
2.12069e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60011e+01,1.61181e+01,1.70328e+01,1.79318e+01,
2.12714e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60010e+01,1.61126e+01,1.70179e+01,1.79231e+01,
2.13394e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60009e+01,1.61071e+01,1.70021e+01,1.79138e+01,
2.14074e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.61018e+01,1.69863e+01,1.79046e+01,
2.14754e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.60968e+01,1.69706e+01,1.78953e+01,
2.15434e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.60920e+01,1.69549e+01,1.78860e+01,
2.16114e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60874e+01,1.69392e+01,1.78766e+01,
2.16664e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60838e+01,1.69265e+01,1.78690e+01,
2.17199e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60805e+01,1.69141e+01,1.78616e+01,
2.17844e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60766e+01,1.68993e+01,1.78526e+01,
2.18524e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60727e+01,1.68837e+01,1.78432e+01,
2.19204e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60690e+01,1.68681e+01,1.78336e+01,
2.19884e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60654e+01,1.68525e+01,1.78241e+01,
2.20564e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60620e+01,1.68370e+01,1.78145e+01,
2.21244e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60588e+01,1.68216e+01,1.78049e+01,
2.21794e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60563e+01,1.68091e+01,1.77971e+01,
2.22329e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60540e+01,1.67970e+01,1.77895e+01,
2.22974e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60513e+01,1.67825e+01,1.77804e+01,
2.23654e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60486e+01,1.67672e+01,1.77707e+01,
2.24334e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60461e+01,1.67520e+01,1.77609e+01,
2.25014e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60436e+01,1.67369e+01,1.77511e+01,
2.25694e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60413e+01,1.67218e+01,1.77413e+01,
2.26204e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60396e+01,1.67106e+01,1.77340e+01,
2.26712e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60380e+01,1.66994e+01,1.77266e+01,
2.27289e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60363e+01,1.66868e+01,1.77182e+01,
2.27934e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60345e+01,1.66728e+01,1.77088e+01,
2.28614e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60326e+01,1.66581e+01,1.76989e+01,
2.29294e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60308e+01,1.66435e+01,1.76889e+01,
2.29974e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60292e+01,1.66290e+01,1.76789e+01,
2.30654e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60276e+01,1.66146e+01,1.76689e+01,
2.31334e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60261e+01,1.66003e+01,1.76588e+01,
2.31884e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60249e+01,1.65888e+01,1.76507e+01,
2.32419e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60238e+01,1.65777e+01,1.76427e+01,
2.33064e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60226e+01,1.65645e+01,1.76331e+01,
2.33744e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60213e+01,1.65506e+01,1.76230e+01,
2.34424e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60202e+01,1.65369e+01,1.76128e+01,
2.35104e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60190e+01,1.65233e+01,1.76026e+01,
2.35784e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60180e+01,1.65099e+01,1.75923e+01,
2.36464e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60170e+01,1.64966e+01,1.75821e+01,
2.37014e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60162e+01,1.64860e+01,1.75737e+01,
2.37549e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60155e+01,1.64757e+01,1.75656e+01,
2.38194e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60147e+01,1.64635e+01,1.75558e+01,
2.38874e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60138e+01,1.64508e+01,1.75454e+01,
2.39554e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60130e+01,1.64383e+01,1.75351e+01,
2.40234e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60123e+01,1.64259e+01,1.75246e+01,
2.40914e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60116e+01,1.64137e+01,1.75142e+01,
2.41594e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60109e+01,1.64017e+01,1.75037e+01,
2.42144e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60104e+01,1.63921e+01,1.74952e+01,
2.42679e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60100e+01,1.63829e+01,1.74870e+01,
2.43324e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60094e+01,1.63719e+01,1.74770e+01,
2.44004e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60089e+01,1.63606e+01,1.74664e+01,
2.44684e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60084e+01,1.63494e+01,1.74558e+01,
2.45364e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60079e+01,1.63385e+01,1.74452e+01,
2.46044e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60074e+01,1.63277e+01,1.74346e+01,
2.46724e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60070e+01,1.63172e+01,1.74239e+01,
2.47274e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60067e+01,1.63088e+01,1.74153e+01,
2.47809e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60064e+01,1.63008e+01,1.74069e+01,
2.48454e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60060e+01,1.62913e+01,1.73967e+01,
2.49134e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60057e+01,1.62815e+01,1.73860e+01,
2.49814e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60053e+01,1.62720e+01,1.73752e+01,
2.50494e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60050e+01,1.62626e+01,1.73645e+01,
2.51174e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60047e+01,1.62535e+01,1.73537e+01,
2.51854e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60044e+01,1.62445e+01,1.73429e+01,
2.52404e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60042e+01,1.62375e+01,1.73341e+01,
2.52939e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60040e+01,1.62307e+01,1.73255e+01,
2.53584e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60038e+01,1.62228e+01,1.73152e+01,
2.54264e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60036e+01,1.62146e+01,1.73044e+01,
2.54944e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60033e+01,1.62067e+01,1.72935e+01,
2.55624e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60031e+01,1.61990e+01,1.72825e+01,
2.56304e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60030e+01,1.61915e+01,1.72716e+01,
2.56814e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60028e+01,1.61860e+01,1.72634e+01,
2.57322e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60027e+01,1.61806e+01,1.72552e+01,
2.57899e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60026e+01,1.61747e+01,1.72459e+01,
2.58544e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60024e+01,1.61682e+01,1.72354e+01,
2.59224e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60023e+01,1.61616e+01,1.72244e+01,
2.59904e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60021e+01,1.61552e+01,1.72134e+01,
2.60584e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60020e+01,1.61490e+01,1.72024e+01,
2.61264e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60019e+01,1.61430e+01,1.71913e+01,
2.61944e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60018e+01,1.61371e+01,1.71803e+01,
2.62494e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60017e+01,1.61326e+01,1.71713e+01,
2.63029e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60016e+01,1.61283e+01,1.71626e+01,
2.63674e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60015e+01,1.61232e+01,1.71521e+01,
2.64354e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60014e+01,1.61181e+01,1.71410e+01,
2.65034e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60013e+01,1.61131e+01,1.71299e+01,
2.65714e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60012e+01,1.61083e+01,1.71188e+01,
2.66394e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60012e+01,1.61037e+01,1.71076e+01,
2.67074e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60011e+01,1.60992e+01,1.70965e+01,
2.67624e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60010e+01,1.60957e+01,1.70875e+01,
2.68159e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60010e+01,1.60924e+01,1.70787e+01,
2.68804e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60009e+01,1.60886e+01,1.70682e+01,
2.69484e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60009e+01,1.60847e+01,1.70570e+01,
2.70164e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.60810e+01,1.70459e+01,
2.70844e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.60773e+01,1.70347e+01,
2.71524e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.60739e+01,1.70236e+01,
2.72204e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.60706e+01,1.70124e+01,
2.72754e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.60680e+01,1.70034e+01,
2.73289e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.60655e+01,1.69946e+01,
2.73934e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.60627e+01,1.69841e+01,
2.74614e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60598e+01,1.69729e+01,
2.75294e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60571e+01,1.69618e+01,
2.75974e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60544e+01,1.69507e+01,
2.76654e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60519e+01,1.69395e+01,
2.77334e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60495e+01,1.69284e+01,
2.77884e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60476e+01,1.69194e+01,
2.78419e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60458e+01,1.69107e+01,
2.79064e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60438e+01,1.69002e+01,
2.79744e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60417e+01,1.68891e+01,
2.80424e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60397e+01,1.68781e+01,
2.81104e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60378e+01,1.68670e+01,
2.81784e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60360e+01,1.68560e+01,
2.82294e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60347e+01,1.68477e+01,
2.82802e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60335e+01,1.68395e+01,
2.83379e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60321e+01,1.68302e+01,
2.84024e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60306e+01,1.68198e+01,
2.84704e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60291e+01,1.68089e+01,
2.85384e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60277e+01,1.67980e+01,
2.86064e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60264e+01,1.67871e+01,
2.86744e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60251e+01,1.67762e+01,
2.87424e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60239e+01,1.67654e+01,
2.87974e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60229e+01,1.67566e+01,
2.88509e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60220e+01,1.67482e+01,
2.89154e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60210e+01,1.67380e+01,
2.89834e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60199e+01,1.67273e+01,
2.90514e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60189e+01,1.67166e+01,
2.91194e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60180e+01,1.67060e+01,
2.91874e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60171e+01,1.66954e+01,
2.92554e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60162e+01,1.66848e+01,
2.93104e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60156e+01,1.66763e+01,
2.93639e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60150e+01,1.66681e+01,
2.94284e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60143e+01,1.66582e+01,
2.94964e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60135e+01,1.66478e+01,
2.95644e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60129e+01,1.66375e+01,
2.96324e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60122e+01,1.66272e+01,
2.97004e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60116e+01,1.66170e+01,
2.97684e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60110e+01,1.66068e+01,
2.98234e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60105e+01,1.65986e+01,
2.98769e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60101e+01,1.65907e+01,
