Distance,3min,3min_sim,6min,6min_sim,10min,10min_sim,15min,15min_sim,50min_sim,100min_sim,200min_sim,
1.17025e+02,1.60000e+01,1.65663e+01,1.60000e+01,1.66144e+01,1.74205e+01,1.69307e+01,1.75475e+01,1.74460e+01,1.85227e+01,1.87852e+01,1.88760e+01,
1.17705e+02,1.60000e+01,1.65638e+01,1.60000e+01,1.66084e+01,1.75068e+01,1.68994e+01,1.74975e+01,1.74104e+01,1.85079e+01,1.87771e+01,1.88717e+01,
1.18215e+02,1.60000e+01,1.65622e+01,1.60000e+01,1.66045e+01,1.74203e+01,1.68769e+01,1.74559e+01,1.73837e+01,1.84967e+01,1.87710e+01,1.88684e+01,
1.18680e+02,1.60000e+01,1.65609e+01,1.60000e+01,1.66014e+01,1.73229e+01,1.68573e+01,1.74142e+01,1.73594e+01,1.84864e+01,1.87653e+01,1.88654e+01,
1.19335e+02,1.60000e+01,1.65596e+01,1.60000e+01,1.65975e+01,1.71377e+01,1.68309e+01,1.73490e+01,1.73254e+01,1.84718e+01,1.87574e+01,1.88612e+01,
1.20015e+02,1.60000e+01,1.65586e+01,1.60000e+01,1.65941e+01,1.68207e+01,1.68051e+01,1.72690e+01,1.72902e+01,1.84565e+01,1.87490e+01,1.88568e+01,
1.20711e+02,1.60000e+01,1.65582e+01,1.60000e+01,1.65912e+01,1.69349e+01,1.67805e+01,1.72261e+01,1.72545e+01,1.84407e+01,1.87404e+01,1.88523e+01,
1.21475e+02,1.60000e+01,1.65584e+01,1.60000e+01,1.65886e+01,1.68182e+01,1.67556e+01,1.71934e+01,1.72157e+01,1.84233e+01,1.87308e+01,1.88472e+01,
1.22155e+02,1.60000e+01,1.65591e+01,1.60000e+01,1.65867e+01,1.66789e+01,1.67351e+01,1.71621e+01,1.71816e+01,1.84076e+01,1.87223e+01,1.88427e+01,
1.22835e+02,1.60000e+01,1.65603e+01,1.60000e+01,1.65851e+01,1.66304e+01,1.67163e+01,1.71284e+01,1.71479e+01,1.83918e+01,1.87136e+01,1.88381e+01,
1.23345e+02,1.60000e+01,1.65615e+01,1.60000e+01,1.65841e+01,1.68983e+01,1.67032e+01,1.71494e+01,1.71229e+01,1.83799e+01,1.87071e+01,1.88347e+01,
1.23810e+02,1.60000e+01,1.65628e+01,1.60000e+01,1.65834e+01,1.70506e+01,1.66919e+01,1.71994e+01,1.71004e+01,1.83689e+01,1.87011e+01,1.88315e+01,
1.24465e+02,1.60000e+01,1.65650e+01,1.60000e+01,1.65824e+01,1.68305e+01,1.66772e+01,1.72612e+01,1.70691e+01,1.83534e+01,1.86927e+01,1.88270e+01,
1.25145e+02,1.60000e+01,1.65676e+01,1.60000e+01,1.65816e+01,1.67795e+01,1.66632e+01,1.71045e+01,1.70373e+01,1.83372e+01,1.86838e+01,1.88224e+01,
1.25841e+02,1.60000e+01,1.65705e+01,1.60000e+01,1.65810e+01,1.67202e+01,1.66502e+01,1.70459e+01,1.70054e+01,1.83205e+01,1.86747e+01,1.88175e+01,
1.26605e+02,1.60000e+01,1.65741e+01,1.60000e+01,1.65803e+01,1.66443e+01,1.66373e+01,1.72255e+01,1.69714e+01,1.83020e+01,1.86646e+01,1.88122e+01,
1.27285e+02,1.60000e+01,1.65775e+01,1.60000e+01,1.65798e+01,1.65633e+01,1.66268e+01,1.72777e+01,1.69419e+01,1.82854e+01,1.86555e+01,1.88074e+01,
1.27965e+02,1.60000e+01,1.65809e+01,1.60000e+01,1.65792e+01,1.73159e+01,1.66173e+01,1.71595e+01,1.69132e+01,1.82686e+01,1.86463e+01,1.88026e+01,
1.28508e+02,1.60000e+01,1.65837e+01,1.60000e+01,1.65788e+01,1.71573e+01,1.66102e+01,1.71452e+01,1.68910e+01,1.82552e+01,1.86390e+01,1.87987e+01,
1.29085e+02,1.60000e+01,1.65867e+01,1.60000e+01,1.65782e+01,1.67689e+01,1.66032e+01,1.71294e+01,1.68680e+01,1.82408e+01,1.86311e+01,1.87945e+01,
1.29765e+02,1.60000e+01,1.65900e+01,1.60000e+01,1.65775e+01,1.68681e+01,1.65956e+01,1.71101e+01,1.68417e+01,1.82237e+01,1.86218e+01,1.87896e+01,
1.30445e+02,1.60000e+01,1.65933e+01,1.60000e+01,1.65767e+01,1.66191e+01,1.65885e+01,1.70899e+01,1.68165e+01,1.82065e+01,1.86124e+01,1.87846e+01,
1.30955e+02,1.60000e+01,1.65956e+01,1.60000e+01,1.65760e+01,1.66394e+01,1.65835e+01,1.70740e+01,1.67982e+01,1.81936e+01,1.86053e+01,1.87809e+01,
1.31420e+02,1.60000e+01,1.65975e+01,1.60000e+01,1.65752e+01,1.66571e+01,1.65791e+01,1.70591e+01,1.67820e+01,1.81817e+01,1.85988e+01,1.87775e+01,
1.32075e+02,1.60000e+01,1.65999e+01,1.60000e+01,1.65740e+01,1.66809e+01,1.65733e+01,1.69343e+01,1.67600e+01,1.81648e+01,1.85896e+01,1.87726e+01,
1.32755e+02,1.60000e+01,1.66021e+01,1.60000e+01,1.65726e+01,1.67043e+01,1.65674e+01,1.67435e+01,1.67381e+01,1.81472e+01,1.85800e+01,1.87675e+01,
1.33451e+02,1.60000e+01,1.66038e+01,1.60000e+01,1.65708e+01,1.67270e+01,1.65617e+01,1.70279e+01,1.67167e+01,1.81291e+01,1.85701e+01,1.87623e+01,
1.34215e+02,1.60000e+01,1.66051e+01,1.60000e+01,1.65685e+01,1.67507e+01,1.65556e+01,1.68465e+01,1.66944e+01,1.81091e+01,1.85591e+01,1.87565e+01,
1.34895e+02,1.60000e+01,1.66056e+01,1.60000e+01,1.65662e+01,1.68852e+01,1.65503e+01,1.69399e+01,1.66756e+01,1.80911e+01,1.85493e+01,1.87513e+01,
1.35575e+02,1.60000e+01,1.66054e+01,1.60000e+01,1.65635e+01,1.66591e+01,1.65451e+01,1.70167e+01,1.66577e+01,1.80730e+01,1.85394e+01,1.87461e+01,
1.36085e+02,1.60000e+01,1.66048e+01,1.60000e+01,1.65612e+01,1.67658e+01,1.65411e+01,1.69979e+01,1.66449e+01,1.80594e+01,1.85319e+01,1.87421e+01,
1.36550e+02,1.60000e+01,1.66040e+01,1.60000e+01,1.65590e+01,1.68446e+01,1.65376e+01,1.69096e+01,1.66336e+01,1.80469e+01,1.85250e+01,1.87385e+01,
1.37205e+02,1.60000e+01,1.66021e+01,1.60000e+01,1.65556e+01,1.69356e+01,1.65325e+01,1.67440e+01,1.66183e+01,1.80292e+01,1.85154e+01,1.87334e+01,
1.37885e+02,1.60000e+01,1.65994e+01,1.60000e+01,1.65516e+01,1.70135e+01,1.65272e+01,1.60000e+01,1.66032e+01,1.80107e+01,1.85052e+01,1.87280e+01,
1.38581e+02,1.60000e+01,1.65958e+01,1.60000e+01,1.65472e+01,1.70810e+01,1.65216e+01,1.60000e+01,1.65885e+01,1.79917e+01,1.84948e+01,1.87225e+01,
1.39345e+02,1.60000e+01,1.65908e+01,1.60000e+01,1.65417e+01,1.71442e+01,1.65154e+01,1.60000e+01,1.65733e+01,1.79707e+01,1.84832e+01,1.87164e+01,
1.40025e+02,1.60000e+01,1.65854e+01,1.60000e+01,1.65364e+01,1.68766e+01,1.65097e+01,1.60000e+01,1.65603e+01,1.79519e+01,1.84729e+01,1.87110e+01,
1.40705e+02,1.60000e+01,1.65790e+01,1.60000e+01,1.65307e+01,1.65194e+01,1.65039e+01,1.60000e+01,1.65480e+01,1.79329e+01,1.84625e+01,1.87055e+01,
1.41248e+02,1.60000e+01,1.65733e+01,1.60000e+01,1.65258e+01,1.70230e+01,1.64991e+01,1.60000e+01,1.65385e+01,1.79177e+01,1.84541e+01,1.87010e+01,
1.41825e+02,1.60000e+01,1.65666e+01,1.60000e+01,1.65203e+01,1.60000e+01,1.64939e+01,1.60000e+01,1.65287e+01,1.79015e+01,1.84452e+01,1.86963e+01,
1.42505e+02,1.60000e+01,1.65578e+01,1.60000e+01,1.65133e+01,1.60000e+01,1.64875e+01,1.60000e+01,1.65176e+01,1.78823e+01,1.84346e+01,1.86907e+01,
1.43185e+02,1.60000e+01,1.65480e+01,1.60000e+01,1.65059e+01,1.60000e+01,1.64810e+01,1.60000e+01,1.65070e+01,1.78630e+01,1.84239e+01,1.86851e+01,
1.43695e+02,1.60000e+01,1.65401e+01,1.60000e+01,1.65000e+01,1.60000e+01,1.64760e+01,1.60000e+01,1.64992e+01,1.78484e+01,1.84159e+01,1.86809e+01,
1.44160e+02,1.60000e+01,1.65323e+01,1.60000e+01,1.64944e+01,1.60000e+01,1.64713e+01,1.60000e+01,1.64923e+01,1.78351e+01,1.84085e+01,1.86770e+01,
1.44815e+02,1.60000e+01,1.65208e+01,1.60000e+01,1.64862e+01,1.60000e+01,1.64645e+01,1.60000e+01,1.64827e+01,1.78163e+01,1.83981e+01,1.86715e+01,
1.45495e+02,1.60000e+01,1.65078e+01,1.60000e+01,1.64772e+01,1.60000e+01,1.64572e+01,1.60000e+01,1.64731e+01,1.77966e+01,1.83872e+01,1.86657e+01,
1.46191e+02,1.60000e+01,1.64936e+01,1.60000e+01,1.64675e+01,1.60000e+01,1.64496e+01,1.60000e+01,1.64635e+01,1.77764e+01,1.83760e+01,1.86598e+01,
1.46955e+02,1.60000e+01,1.64771e+01,1.60000e+01,1.64564e+01,1.60000e+01,1.64409e+01,1.60000e+01,1.64531e+01,1.77541e+01,1.83636e+01,1.86532e+01,
1.47635e+02,1.60000e+01,1.64614e+01,1.60000e+01,1.64460e+01,1.60000e+01,1.64330e+01,1.60000e+01,1.64441e+01,1.77341e+01,1.83525e+01,1.86474e+01,
1.48315e+02,1.60000e+01,1.64450e+01,1.60000e+01,1.64352e+01,1.60000e+01,1.64248e+01,1.60000e+01,1.64352e+01,1.77141e+01,1.83414e+01,1.86415e+01,
1.48825e+02,1.60000e+01,1.64322e+01,1.60000e+01,1.64268e+01,1.60000e+01,1.64185e+01,1.60000e+01,1.64286e+01,1.76990e+01,1.83329e+01,1.86370e+01,
1.49290e+02,1.60000e+01,1.64202e+01,1.60000e+01,1.64190e+01,1.60000e+01,1.64127e+01,1.60000e+01,1.64226e+01,1.76851e+01,1.83252e+01,1.86330e+01,
1.49945e+02,1.60000e+01,1.64029e+01,1.60000e+01,1.64077e+01,1.60000e+01,1.64043e+01,1.60000e+01,1.64142e+01,1.76656e+01,1.83143e+01,1.86272e+01,
1.50625e+02,1.60000e+01,1.63843e+01,1.60000e+01,1.63957e+01,1.60000e+01,1.63955e+01,1.60000e+01,1.64056e+01,1.76453e+01,1.83029e+01,1.86212e+01,
1.51321e+02,1.60000e+01,1.63648e+01,1.60000e+01,1.63830e+01,1.60000e+01,1.63862e+01,1.60000e+01,1.63968e+01,1.76244e+01,1.82912e+01,1.86150e+01,
1.52085e+02,1.60000e+01,1.63429e+01,1.60000e+01,1.63687e+01,1.60000e+01,1.63758e+01,1.60000e+01,1.63873e+01,1.76013e+01,1.82782e+01,1.86081e+01,
1.52607e+02,1.60000e+01,1.63277e+01,1.60000e+01,1.63588e+01,1.60000e+01,1.63686e+01,1.60000e+01,1.63807e+01,1.75855e+01,1.82693e+01,1.86034e+01,
1.53194e+02,1.60000e+01,1.63106e+01,1.60000e+01,1.63474e+01,1.60000e+01,1.63603e+01,1.60000e+01,1.63734e+01,1.75677e+01,1.82593e+01,1.85981e+01,
1.53874e+02,1.60000e+01,1.62906e+01,1.60000e+01,1.63341e+01,1.60000e+01,1.63507e+01,1.60000e+01,1.63649e+01,1.75470e+01,1.82476e+01,1.85919e+01,
1.54554e+02,1.60000e+01,1.62707e+01,1.60000e+01,1.63206e+01,1.60000e+01,1.63409e+01,1.60000e+01,1.63564e+01,1.75262e+01,1.82358e+01,1.85857e+01,
1.55254e+02,1.60000e+01,1.62503e+01,1.60000e+01,1.63066e+01,1.60000e+01,1.63306e+01,1.60000e+01,1.63477e+01,1.75047e+01,1.82236e+01,1.85793e+01,
1.55979e+02,1.60000e+01,1.62295e+01,1.60000e+01,1.62920e+01,1.60000e+01,1.63199e+01,1.60000e+01,1.63386e+01,1.74824e+01,1.82109e+01,1.85725e+01,
1.56624e+02,1.60000e+01,1.62114e+01,1.60000e+01,1.62790e+01,1.60000e+01,1.63103e+01,1.60000e+01,1.63306e+01,1.74625e+01,1.81996e+01,1.85665e+01,
1.57304e+02,1.60000e+01,1.61928e+01,1.60000e+01,1.62653e+01,1.60000e+01,1.63001e+01,1.60000e+01,1.63221e+01,1.74415e+01,1.81875e+01,1.85602e+01,
1.57984e+02,1.60000e+01,1.61749e+01,1.60000e+01,1.62516e+01,1.60000e+01,1.62898e+01,1.60000e+01,1.63136e+01,1.74204e+01,1.81754e+01,1.85538e+01,
1.58664e+02,1.60000e+01,1.61577e+01,1.60000e+01,1.62380e+01,1.60000e+01,1.62795e+01,1.60000e+01,1.63051e+01,1.73992e+01,1.81632e+01,1.85473e+01,
1.59344e+02,1.60000e+01,1.61414e+01,1.60000e+01,1.62246e+01,1.60000e+01,1.62692e+01,1.60000e+01,1.62966e+01,1.73781e+01,1.81510e+01,1.85408e+01,
1.60024e+02,1.60000e+01,1.61260e+01,1.60000e+01,1.62114e+01,1.60000e+01,1.62589e+01,1.60000e+01,1.62881e+01,1.73568e+01,1.81387e+01,1.85343e+01,
1.60574e+02,1.60000e+01,1.61142e+01,1.60000e+01,1.62008e+01,1.60000e+01,1.62506e+01,1.60000e+01,1.62812e+01,1.73396e+01,1.81287e+01,1.85290e+01,
1.61109e+02,1.60000e+01,1.61034e+01,1.60000e+01,1.61908e+01,1.60000e+01,1.62426e+01,1.60000e+01,1.62746e+01,1.73229e+01,1.81189e+01,1.85239e+01,
1.61754e+02,1.60000e+01,1.60913e+01,1.60000e+01,1.61789e+01,1.60000e+01,1.62329e+01,1.60000e+01,1.62665e+01,1.73027e+01,1.81071e+01,1.85176e+01,
1.62434e+02,1.60000e+01,1.60796e+01,1.60000e+01,1.61666e+01,1.60000e+01,1.62228e+01,1.60000e+01,1.62581e+01,1.72813e+01,1.80946e+01,1.85110e+01,
1.63114e+02,1.60000e+01,1.60689e+01,1.60000e+01,1.61548e+01,1.60000e+01,1.62128e+01,1.60000e+01,1.62497e+01,1.72600e+01,1.80820e+01,1.85043e+01,
1.63794e+02,1.60000e+01,1.60593e+01,1.60000e+01,1.61434e+01,1.60000e+01,1.62029e+01,1.60000e+01,1.62414e+01,1.72386e+01,1.80693e+01,1.84976e+01,
1.64474e+02,1.60000e+01,1.60508e+01,1.60000e+01,1.61324e+01,1.60000e+01,1.61931e+01,1.60000e+01,1.62331e+01,1.72172e+01,1.80566e+01,1.84908e+01,
1.64984e+02,1.60000e+01,1.60450e+01,1.60000e+01,1.61244e+01,1.60000e+01,1.61859e+01,1.60000e+01,1.62270e+01,1.72011e+01,1.80470e+01,1.84858e+01,
1.65492e+02,1.60000e+01,1.60397e+01,1.60000e+01,1.61168e+01,1.60000e+01,1.61788e+01,1.60000e+01,1.62208e+01,1.71852e+01,1.80374e+01,1.84807e+01,
1.66069e+02,1.60000e+01,1.60344e+01,1.60000e+01,1.61084e+01,1.60000e+01,1.61709e+01,1.60000e+01,1.62140e+01,1.71670e+01,1.80265e+01,1.84749e+01,
1.66714e+02,1.60000e+01,1.60291e+01,1.60000e+01,1.60996e+01,1.60000e+01,1.61622e+01,1.60000e+01,1.62063e+01,1.71467e+01,1.80142e+01,1.84684e+01,
1.67394e+02,1.60000e+01,1.60243e+01,1.60000e+01,1.60907e+01,1.60000e+01,1.61532e+01,1.60000e+01,1.61984e+01,1.71253e+01,1.80012e+01,1.84615e+01,
1.68074e+02,1.60000e+01,1.60202e+01,1.60000e+01,1.60824e+01,1.60000e+01,1.61445e+01,1.60000e+01,1.61905e+01,1.71040e+01,1.79882e+01,1.84545e+01,
1.68754e+02,1.60000e+01,1.60167e+01,1.60000e+01,1.60746e+01,1.60000e+01,1.61361e+01,1.60000e+01,1.61828e+01,1.70826e+01,1.79751e+01,1.84476e+01,
1.69434e+02,1.60000e+01,1.60137e+01,1.60000e+01,1.60673e+01,1.60000e+01,1.61278e+01,1.60000e+01,1.61752e+01,1.70613e+01,1.79619e+01,1.84406e+01,
1.70114e+02,1.60000e+01,1.60112e+01,1.60000e+01,1.60605e+01,1.60000e+01,1.61199e+01,1.60000e+01,1.61677e+01,1.70400e+01,1.79486e+01,1.84335e+01,
1.70664e+02,1.60000e+01,1.60095e+01,1.60000e+01,1.60554e+01,1.60000e+01,1.61137e+01,1.60000e+01,1.61617e+01,1.70229e+01,1.79379e+01,1.84278e+01,
1.71199e+02,1.60000e+01,1.60080e+01,1.60000e+01,1.60508e+01,1.60000e+01,1.61078e+01,1.60000e+01,1.61560e+01,1.70062e+01,1.79274e+01,1.84222e+01,
1.71844e+02,1.60000e+01,1.60066e+01,1.60000e+01,1.60456e+01,1.60000e+01,1.61010e+01,1.60000e+01,1.61492e+01,1.69861e+01,1.79147e+01,1.84155e+01,
1.72524e+02,1.60000e+01,1.60053e+01,1.60000e+01,1.60406e+01,1.60000e+01,1.60941e+01,1.60000e+01,1.61423e+01,1.69651e+01,1.79012e+01,1.84083e+01,
1.73204e+02,1.60000e+01,1.60043e+01,1.60000e+01,1.60360e+01,1.60000e+01,1.60875e+01,1.60000e+01,1.61355e+01,1.69440e+01,1.78877e+01,1.84011e+01,
1.73884e+02,1.60000e+01,1.60034e+01,1.60000e+01,1.60318e+01,1.60000e+01,1.60812e+01,1.60000e+01,1.61288e+01,1.69231e+01,1.78741e+01,1.83939e+01,
1.74564e+02,1.60000e+01,1.60027e+01,1.60000e+01,1.60281e+01,1.60000e+01,1.60752e+01,1.60000e+01,1.61224e+01,1.69023e+01,1.78604e+01,1.83866e+01,
1.75244e+02,1.60000e+01,1.60021e+01,1.60000e+01,1.60247e+01,1.60000e+01,1.60696e+01,1.60000e+01,1.61161e+01,1.68815e+01,1.78467e+01,1.83793e+01,
1.75794e+02,1.60000e+01,1.60018e+01,1.60000e+01,1.60222e+01,1.60000e+01,1.60652e+01,1.60000e+01,1.61111e+01,1.68648e+01,1.78356e+01,1.83734e+01,
1.76329e+02,1.60000e+01,1.60015e+01,1.60000e+01,1.60200e+01,1.60000e+01,1.60611e+01,1.60000e+01,1.61064e+01,1.68486e+01,1.78247e+01,1.83676e+01,
1.76974e+02,1.60000e+01,1.60012e+01,1.60000e+01,1.60175e+01,1.60000e+01,1.60565e+01,1.60000e+01,1.61009e+01,1.68292e+01,1.78116e+01,1.83606e+01,
1.77654e+02,1.60000e+01,1.60009e+01,1.60000e+01,1.60153e+01,1.60000e+01,1.60519e+01,1.60000e+01,1.60953e+01,1.68089e+01,1.77977e+01,1.83531e+01,
1.78334e+02,1.60000e+01,1.60007e+01,1.60000e+01,1.60132e+01,1.60000e+01,1.60475e+01,1.60000e+01,1.60899e+01,1.67887e+01,1.77837e+01,1.83457e+01,
1.79014e+02,1.60000e+01,1.60006e+01,1.60000e+01,1.60115e+01,1.60000e+01,1.60435e+01,1.60000e+01,1.60847e+01,1.67686e+01,1.77697e+01,1.83382e+01,
1.79694e+02,1.60000e+01,1.60004e+01,1.60000e+01,1.60099e+01,1.60000e+01,1.60397e+01,1.60000e+01,1.60797e+01,1.67487e+01,1.77556e+01,1.83306e+01,
1.80374e+02,1.60000e+01,1.60003e+01,1.60000e+01,1.60085e+01,1.60000e+01,1.60362e+01,1.60000e+01,1.60749e+01,1.67290e+01,1.77414e+01,1.83231e+01,
1.80924e+02,1.60000e+01,1.60003e+01,1.60000e+01,1.60075e+01,1.60000e+01,1.60335e+01,1.60000e+01,1.60712e+01,1.67131e+01,1.77299e+01,1.83169e+01,
1.81459e+02,1.60000e+01,1.60002e+01,1.60000e+01,1.60067e+01,1.60000e+01,1.60311e+01,1.60000e+01,1.60677e+01,1.66978e+01,1.77187e+01,1.83109e+01,
1.82104e+02,1.60000e+01,1.60002e+01,1.60000e+01,1.60057e+01,1.60000e+01,1.60284e+01,1.60000e+01,1.60636e+01,1.66795e+01,1.77052e+01,1.83036e+01,
1.82784e+02,1.60000e+01,1.60001e+01,1.60000e+01,1.60049e+01,1.60000e+01,1.60257e+01,1.60000e+01,1.60595e+01,1.66604e+01,1.76908e+01,1.82959e+01,
1.83464e+02,1.60000e+01,1.60001e+01,1.60000e+01,1.60042e+01,1.60000e+01,1.60232e+01,1.60000e+01,1.60556e+01,1.66416e+01,1.76764e+01,1.82882e+01,
1.84144e+02,1.60000e+01,1.60001e+01,1.60000e+01,1.60035e+01,1.60000e+01,1.60210e+01,1.60000e+01,1.60519e+01,1.66229e+01,1.76620e+01,1.82805e+01,
1.84824e+02,1.60000e+01,1.60001e+01,1.60000e+01,1.60030e+01,1.60000e+01,1.60189e+01,1.60000e+01,1.60483e+01,1.66044e+01,1.76475e+01,1.82727e+01,
1.85504e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60025e+01,1.60000e+01,1.60170e+01,1.60000e+01,1.60450e+01,1.65862e+01,1.76329e+01,1.82648e+01,
1.86054e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60022e+01,1.60000e+01,1.60156e+01,1.60000e+01,1.60424e+01,1.65717e+01,1.76211e+01,1.82585e+01,
1.86589e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60019e+01,1.60000e+01,1.60143e+01,1.60000e+01,1.60400e+01,1.65577e+01,1.76096e+01,1.82522e+01,
1.87234e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60016e+01,1.60000e+01,1.60129e+01,1.60000e+01,1.60373e+01,1.65411e+01,1.75956e+01,1.82447e+01,
1.87914e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60014e+01,1.60000e+01,1.60115e+01,1.60000e+01,1.60345e+01,1.65238e+01,1.75809e+01,1.82368e+01,
1.88594e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60011e+01,1.60000e+01,1.60102e+01,1.60000e+01,1.60320e+01,1.65067e+01,1.75661e+01,1.82288e+01,
1.89274e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60009e+01,1.60000e+01,1.60091e+01,1.60000e+01,1.60295e+01,1.64900e+01,1.75513e+01,1.82207e+01,
1.89954e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.60000e+01,1.60081e+01,1.60000e+01,1.60273e+01,1.64736e+01,1.75364e+01,1.82127e+01,
1.90634e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.60000e+01,1.60072e+01,1.60000e+01,1.60252e+01,1.64574e+01,1.75214e+01,1.82046e+01,
1.91184e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.60000e+01,1.60065e+01,1.60000e+01,1.60235e+01,1.64446e+01,1.75093e+01,1.81980e+01,
1.91719e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60000e+01,1.60059e+01,1.60000e+01,1.60221e+01,1.64323e+01,1.74975e+01,1.81916e+01,
1.92364e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60000e+01,1.60053e+01,1.60000e+01,1.60204e+01,1.64177e+01,1.74832e+01,1.81838e+01,
1.93044e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60000e+01,1.60047e+01,1.60000e+01,1.60187e+01,1.64027e+01,1.74681e+01,1.81756e+01,
1.93724e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60000e+01,1.60041e+01,1.60000e+01,1.60171e+01,1.63880e+01,1.74530e+01,1.81674e+01,
1.94404e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60000e+01,1.60036e+01,1.60000e+01,1.60157e+01,1.63736e+01,1.74378e+01,1.81591e+01,
1.95084e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60000e+01,1.60032e+01,1.60000e+01,1.60144e+01,1.63596e+01,1.74226e+01,1.81507e+01,
1.95594e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60000e+01,1.60029e+01,1.60000e+01,1.60134e+01,1.63493e+01,1.74111e+01,1.81445e+01,
1.96102e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60026e+01,1.60000e+01,1.60126e+01,1.63392e+01,1.73997e+01,1.81382e+01,
1.96679e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60023e+01,1.60000e+01,1.60116e+01,1.63280e+01,1.73867e+01,1.81311e+01,
1.97324e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60021e+01,1.60000e+01,1.60106e+01,1.63158e+01,1.73721e+01,1.81231e+01,
1.98004e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60018e+01,1.60000e+01,1.60097e+01,1.63032e+01,1.73568e+01,1.81146e+01,
1.98684e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60016e+01,1.60000e+01,1.60088e+01,1.62910e+01,1.73413e+01,1.81061e+01,
1.99364e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60001e+01,1.60000e+01,1.60014e+01,1.60000e+01,1.60080e+01,1.62792e+01,1.73259e+01,1.80976e+01,
2.00044e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60012e+01,1.60000e+01,1.60073e+01,1.62677e+01,1.73104e+01,1.80890e+01,
2.00724e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60010e+01,1.60000e+01,1.60066e+01,1.62565e+01,1.72949e+01,1.80804e+01,
2.01274e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60009e+01,1.60000e+01,1.60061e+01,1.62477e+01,1.72823e+01,1.80734e+01,
2.01809e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.60000e+01,1.60056e+01,1.62394e+01,1.72700e+01,1.80666e+01,
2.02454e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.60000e+01,1.60051e+01,1.62296e+01,1.72552e+01,1.80583e+01,
2.03134e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.60000e+01,1.60046e+01,1.62197e+01,1.72396e+01,1.80496e+01,
2.03814e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60000e+01,1.60042e+01,1.62101e+01,1.72240e+01,1.80408e+01,
2.04494e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.60000e+01,1.60037e+01,1.62008e+01,1.72083e+01,1.80320e+01,
2.05174e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.60000e+01,1.60034e+01,1.61918e+01,1.71926e+01,1.80232e+01,
2.05854e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60000e+01,1.60030e+01,1.61832e+01,1.71769e+01,1.80144e+01,
2.06404e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60000e+01,1.60028e+01,1.61764e+01,1.71642e+01,1.80072e+01,
2.06939e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.60000e+01,1.60026e+01,1.61701e+01,1.71518e+01,1.80001e+01,
2.07584e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60002e+01,1.60000e+01,1.60023e+01,1.61626e+01,1.71369e+01,1.79917e+01,
